achievements_title;Milestones
speechbubble_ghost_id_1020_og_part2;Can you be my friend? I will not ask for food because I am not hungry anymore. I will try not to make a mistake.
speechbubble_ghost_id_1020_og_part3;I am angry at me because I made a mistake and killed my friend.
speechbubble_ghost_id_1020_tc_part1;That bad thing was big and scary but I was not scared because you are so strong. Thank you for killing the scary bad thing.
speechbubble_ghost_id_1020_tc_part2;I am sleepy again. I can see a warm spot now and I think it will be a nice place to sleep so I am going to sleep.
speechbubble_ghost_id_1020_unlockRunPart;<i>The ghost has stopped attacking you, but with obvious difficulty. It lunges toward you every now and then, but manages to restrain itself.</i>
speechbubble_ghost_id_1021_cradleTalk;Whatever your aims in this terrible place are, I wish you the best, adventurer
speechbubble_ghost_id_1021_fl_part1;Perhaps the Grand Library had cause to discourage and condemn my alchemical pursuits. Had previous members been similarly doomed by their creations?
speechbubble_ghost_id_1021_fl_part2;In all, it is better that I died within the Ancient Dungeon than above. May my work be forever buried and undisturbed.
speechbubble_ghost_id_1021_fl_part3;You, though, if you happen to come across one of my dreadful concoctions, take heed of my warning and let it be.
speechbubble_ghost_id_1021_og_part1;The idea began as a passing thought, but ended as a nearly unshakable impulse. I desperately wanted–and did not want–to venture deeper, to…meet something.
speechbubble_ghost_id_1021_og_part2;My mind was being assaulted, and I defended myself as best I could. I brewed potions to fortify my mind, gulping them down without regard to possible dangers.
speechbubble_ghost_id_1021_og_part3;I was…successful? My magical “cocktail” quelled the dreadful impulse, but it also drove me quite insane. Owing to that, I cannot recall the exact circumstances of my death.
speechbubble_ghost_id_1021_tc_part1;As has ever been said, men concern themselves too often with what they can do rather than what they should do. May you be spared such folly.
speechbubble_ghost_id_1021_tc_part2;Now then–my heart is lightened and my mind is clear. I will proceed as befits the dead.
speechbubble_ghost_id_1021_unlockRunPart;<i>The ghost's face is an expression of barely-contained glee, save for when a violent twitch occasionally warps it into a terrifying rictus.</i>
speechbubble_ghost_id_1030_cradleTalk;Adventurer, I thank you for your company and conversation. Divines’ blessings be upon you.
speechbubble_ghost_id_1030_fl_part1;Yes…yes…it is pride. Imagine, to think one’s self so grand as to merit a glimpse at the divine plan!
speechbubble_ghost_id_1030_fl_part2;I must repent, but with my flesh now gone, I am unpracticed in an appropriate ritual. Pain will purge me, but what sort?
speechbubble_ghost_id_1030_fl_part3;I think…I will meditate on my folly. Hone the edge of that memory until the shame of it cuts as deeply as any blade.
speechbubble_ghost_id_1030_og_part1;I cannot understand the divine purpose of my death, but even now I acknowledge it as true and right.
speechbubble_ghost_id_1030_og_part2;The grand design is imperceptible to mortals, but even so, I do wish that I could contemplate that portion concerning my passing.
speechbubble_ghost_id_1030_og_part3;Is that why I remain? Have I kindled the flame of sin within myself by harboring such a desire?
speechbubble_ghost_id_1030_tc_part1;Ah, pain! Ah, delight! Ah, redemption! Thank you, divines! I am enlightened, ascended!
speechbubble_ghost_id_1030_tc_part2;My soul has been humbled just as my body once was, and I can feel the other side now open to me. I will depart.
speechbubble_ghost_id_1030_unlockRunPart;<i>The ghost looks at you square in the eye for a few moments before giving a reluctant nod of acknowledgement.</i>
speechbubble_ghost_id_1031_cradleTalk;You have listened to me, though, and, perhaps, learned from me. That is enough, and enough is plenty.
speechbubble_ghost_id_1031_fl_part1;Why do I wander still? Why am I not at rest? Long have I pondered that question, adventurer.
speechbubble_ghost_id_1031_fl_part2;Ah…no matter…it is an unexpected delight to converse a bit. I did not realize until now that I missed it.
speechbubble_ghost_id_1031_fl_part3;Apologies, I ramble. I am…unused to considering another’s concerns…
speechbubble_ghost_id_1031_og_part1;I lived within the Ancient Dungeon for nearly thirty-two years before dying peacefully in my sleep. I stayed there, not because I was lost, but because I was happy.
speechbubble_ghost_id_1031_og_part2;The solitude, the simplicity of my existence with the dungeon delighted me beyond words, and I could not bring myself to leave.
speechbubble_ghost_id_1031_og_part3;True, I would be viewed as a failure by the world without…but such concerns are also excess.
speechbubble_ghost_id_1031_tc_part1;Hello adventurer, and thank you. With your help, I have discovered what has kept me from a true rest.
speechbubble_ghost_id_1031_tc_part2;It was guilt. I abandoned humanity when I chose to reside here, and so denied it the opportunity to learn my ways. I am ashamed.
speechbubble_ghost_id_1031_unlockRunPart;<i>The ghost silently considers you, expressionless, but you somehow feel as though you are being judged.</i>
speechbubble_ngplus_adventurer_mp_other_end;...
speechbubble_ngplus_adventurer_wins_0_choice1_option1;I...guess so...
speechbubble_ngplus_adventurer_wins_0_choice2_option1;So...you’re...
speechbubble_ngplus_adventurer_wins_0_choice3_option1; Do you...need help?
speechbubble_ngplus_adventurer_wins_0_end;Help, yes, competition, no. I appreciate the offer, but there’s only glory enough for one in there: me! Off you go!
speechbubble_ngplus_adventurer_wins_0_part1;Hah! That thing booted you out here too, right?
speechbubble_ngplus_adventurer_wins_0_part2;A handy trick, that. Anything seems too nasty, just poof it away. Won’t stop me, though. I’ve never failed a hunt, and won’t start now.
speechbubble_ngplus_adventurer_wins_0_part3;Bashing my way back inside! Figure it’ll be quicker than finding my way back to the entrance, considering I have no idea where we are.
speechbubble_ngplus_adventurer_wins_1_choice1_option1;...
speechbubble_ngplus_adventurer_wins_1_end;I'm almost there! That thing will die with my sword through its eye, or I’ll die trying!
speechbubble_ngplus_adventurer_wins_1_part1; Sorry *huff* can’t talk *puff*! Believe it or not, bashing a hole in a mountain is difficult work!
speechbubble_press_trigger;Press Trigger to continue...
speechbubble_seer_random_1;The cries of the restless spirits here often keep me awake at night. No rhythm to them.
speechbubble_seer_random_2;Sometimes I resent them, but my moments of suffering are nothing compared to the centuries they have endured.
speechbubble_seer_seer_intro_choice1_option1;About what?
speechbubble_seer_seer_intro_choice2_option1;How?
speechbubble_seer_seer_intro_dialog1;Peace and life's sweetness to you, brave one. May we speak for a moment?
speechbubble_seer_seer_intro_dialog2;About this place and the souls sealed within, the souls of adventurers long dead, tormented and trapped for ages.
speechbubble_seer_seer_intro_dialog3;Now that The Ancient Dungeon has been re-discovered, however, they can be freed and put to rest, with your help.
speechbubble_seer_seer_intro_dialog4;Destroy their remains that lie within, then return here so that I may channel their spirit.
speechbubble_seer_seer_intro_introduction_end;The spirit will guide you through the dungeon, retracing their final steps. If you can succeed where they failed, each may finally rest.
speechbubble_studious_acolyte_hardmode_choice1_option1;...yes?
speechbubble_studious_acolyte_hardmode_choice2_option1;I love adventure!
speechbubble_studious_acolyte_hardmode_dialog1;You! You look...TOUGH! Too tough, in fact. The dungeon will be nothing more than a stroll for you! Care to...make it interesting?
speechbubble_studious_acolyte_hardmode_dialog2;YES! Now listen: I’ve discovered a certain scent that is irresistible to creatures within the dungeon. If you were to give yourself a bit of a spritz...well, a true “adventure” would be guaranteed!
speechbubble_studious_acolyte_hardmode_end;Of course you do! Well, get to it then! I left a bottle near the entrance, spritz with WILD ABANDON!
speechbubble_studious_acolyte_insightshop_choice1_option1;Uh...sure...
speechbubble_studious_acolyte_insightshop_choice2_option1;Gross.
speechbubble_studious_acolyte_insightshop_choice3_option1;...sure…
speechbubble_studious_acolyte_insightshop_dialog1;You! You look decisive. If you could spare a moment, I would be grateful.
speechbubble_studious_acolyte_insightshop_dialog2;Wonderful, the problem is this: due to the mountain of data provided by other adventurers like yourself, I find myself afflicted with *ahem* ANALYSIS PARALYSIS!
speechbubble_studious_acolyte_insightshop_dialog3;Don’t be vulgar. And LISTEN! I cannot decide which research to search, every option is equally delectable! Please, PLEASE, choose for me!
speechbubble_studious_acolyte_insightshop_end;THANK YOU! Just select a topic on the board to my right, quick as you can. I am BRIMMING with academic energies that must be spent!
speechbubble_studious_acolyte_introduction_choice1_option1;Very.
speechbubble_studious_acolyte_introduction_choice2_option1;You’re going to watch?
speechbubble_studious_acolyte_introduction_dialog1;Greetings! You are the very first adventurer to arrive! Excited?
speechbubble_studious_acolyte_introduction_dialog2;As am I, excited indeed to observe your attempt...er..success, I mean.
speechbubble_studious_acolyte_introduction_end;Yes, using the scrying glass here. I will be making copious notes in order to advance the research of The Grand Library. BUT ENOUGH! Less talk, more questionable life choices! In you go! Good luck!
speechbubble_studious_acolyte_rand_0;Little known fact: it was I who discovered this entrance. All it took was perseverance, research, and getting very, very lost on a hike.
speechbubble_studious_acolyte_rand_1;The Grand Library can be a harsh master, but it’s worth it! After only four years of grueling labor and a decade of exorbitant payments, I’m a shoe-in for middle management!
speechbubble_studious_acolyte_rand_2;Hey, if you find yourself in mortal danger with no way out down there, please consider throwing yourself into a pit. No one has done that yet.
speechbubble_studious_acolyte_rand_3;Which do you like better, “slime” or “jelly”? I’m leaning towards “jelly”, but that may be because it’s time for my snack.
speechbubble_studious_acolyte_rand_4;You adventurers always seem to arrive at night, why is that? Skin condition? Night owl? Vampire?! (You know you have to tell me if you’re a vampire, right?)
speechbubble_studious_acolyte_rand_5;I think I may finally be winning the blacksmith over! This morning--and I swear this is true--he grunted at me when I said “good morning”! Progress!
speechbubble_studious_acolyte_rand_6;Don’t look at me with those “come-hither” eyes! I am wed to Lady Knowledge and shall never be unfaithful! Now shoo!
speechbubble_studious_acolyte_rand_7;I asked the blacksmith to critique a bit of my work and he called my handwriting “chicken-scratch”! CHICKEN SCRATCH! We’re no longer on speaking terms.
speechbubble_studious_acolyte_rand_8;Don’t tell anyone, but sometimes I switch between blue ink and black ink! The Grand Library would be scandalized, but what’s life without a bit of excitement?
speechbubble_studious_acolyte_rand_9;I can’t keep this secret anymore, the guilt is too much! I draw horizontal rules on my parchment before writing in ink, and then erase the pencil! My impeccable penmanship is a lie! A dirty, dirty lie!
speechbubble_talk;Talk
speechbubble_the_craven_rand_0;It was a long, cold journey for me, best I warm myself by the fire a bit before going in.
speechbubble_the_craven_rand_1;I woke up this morning with a terrible headache. Once it passes, I’ll head inside directly.
speechbubble_the_craven_rand_2;Ooof, I think I ate something bad. I suppose I’ll have to delay my adventure until it settles.
speechbubble_the_craven_rand_3;Did you see that black cat? It’s an ill omen. Perhaps not the best day for adventuring...
speechbubble_the_craven_rand_4;I slept terribly last night! Alertness is key when willfully endangering one’s life, so no Ancient Dungeon for me today.
speechbubble_the_craven_rand_5;Today is my birthday, so I’m celebrating by not entering the Ancient Dungeon.
speechbubble_the_craven_rand_6;I stepped in a puddle and now I have soggy socks. A person just can’t adventure in soggy socks. Hopefully they’ll be dry by tomorrow.
speechbubble_the_craven_rand_7;I was going to go inside today, but a dog just ate my homework. I know the two seem unrelated, but trust me, they’re not.
speechbubble_the_craven_rand_8;Ouch! Paper cuts are the absolute worst! Right on my sword-thumb too! I hope it heals quickly so I can finally go inside.. *unconvincing sigh*
speechbubble_the_craven_rand_9;No no, you first, I insist! I may not be the greatest adventurer around, but I pride myself on my manners. I’m happy to wait for my turn.
speedrun_timer_final_time;Final Time:
start_new_run;Play<br>Singleplayer
start_new_run_mp;Play<br>Multiplayer
start_new_run_mp_disabled;(Leave the current run to join a multiplayer session)
statistics_title;Player Statistics
statistics_ui_no_data_yet;No data yet...
stats_average_run_length;Average Run Length
stats_cash_collected;Coins Collected
stats_cash_spend_in_shop;Coins Spent In Shop
stats_chests_opened;Chests Opened
stats_combat_and_enemy_engagement;Combat
stats_consumables;Consumables
stats_damage_from_falling_pits;Damage From Falling Into Pits
stats_deaths_and_environmental_hazards;Deaths And Hazards
stats_enemies_of_forgotten_library_killed;Enemies Of Forgotten Library Killed
stats_enemies_of_gloaming_mines_killed;Enemies Of Gloaming Mines Killed
stats_enemies_of_infested_dungeon_killed;Enemies Of Infested Dungeon Killed
stats_enemies_of_luminous_depths_killed;Enemies Of Luminous Depths Killed
stats_enemies_of_noxious_sewer_killed;Enemies Of Noxious Sewers Killed
stats_enemies_of_overgrown_gatehouse_killed;Enemies Of Overgrown Gatehouse Killed
stats_enemies_of_sealed_apocrypha_killed;Enemies Of Sealed Apocrypha Killed
stats_enemies_of_whispering_rooms_killed;Enemies Of Whispering Rooms Killed
stats_exploration_and_environmental_interaction;Exploration
stats_fastest_win;Fastest Victory
stats_floors_completed;Floors Completed
stats_hidden_passages_found;Hidden Passages Found
stats_highest_hard_mode_win;Highest Hard Mode Win
stats_highest_ng_plus_win;Highest NG Plus Win
stats_hightest_player_damage_dealt;Highest Damage Dealt
stats_locks_opened;Locks Opened
stats_longest_run_length;Longest Run Length
stats_miscellaneous;Miscellaneous
stats_pots_destroyed;Pots Destroyed
stats_runs_started_with_crossbow;Dungeons Explored With Crossbow
stats_runs_started_with_sword;Dungeons Explored With Sword
stats_runs_started_with_tome;Dungeons Explored With Tome
stats_runs_won_with_crossbow;Dungeons Conquered With Crossbow
stats_runs_won_with_sword;Dungeons Conquered With Sword
stats_runs_won_with_tome;Dungeons Conquered With Tome
stats_run_performance_metrics;Run Performance
stats_sacrifice_statues_destroyed;Sacrifice Statues Destroyed
stats_sacrifice_statues_used;Sacrifice Statues Used
stats_shopkeepers_killed;Shopkeepers Killed
stats_times_died_from_a_bat;Times Died From A Bat
stats_times_died_from_a_boss;Times Died From A Boss
stats_times_died_from_a_trap;Times Died From A Trap
stats_times_from_the_beast;Times Died From The Beast
stats_total_amount_of_aberrant_enemies_killed;Aberrant Enemies Killed
stats_total_amount_of_crossbow_shot;Crossbow Bolts Shot
stats_total_amount_of_gambles;Times Gambled
stats_total_amount_of_jackpots;Jackpots Won
stats_total_amount_of_knife_thrown;Knifes Thrown
stats_total_amount_orbs_shot;Magic Orbs Shot
stats_total_apples_consumed;Apples Consumed
stats_total_beets_consumed;Beets Consumed
stats_total_cheese_consumed;Cheese Consumed
stats_total_chickens_consumed;Chickens Consumed
stats_total_dragonfruits_consumed;Dragonfruits Consumed
stats_total_enemies_burned;Enemies Killed With Fire
stats_total_enemies_detonated;Enemies Killed With Explosions 
stats_total_enemies_killed;Total Enemies Killed
stats_total_enemies_poisoned;Enemies Killed With Poison
stats_total_enemies_thrown_in_pit;Total Enemies Thrown Into Pits
stats_total_food_consumed;Total Food Consumed
stats_total_insight_gained;Total Insight Gained
stats_total_lore_pages_missed;Total Lore Pages Missed
stats_total_marks_triggered;Total Marks Triggered
stats_total_oranges_consumed;Oranges Consumed
stats_total_pears_consumed;Pears Consumed
stats_total_pickups_collected;Total Pickups Collected
stats_total_plums_consumed;Plums Consumed
stats_total_potatoes_consumed;Potatoes Consumed
stats_total_sealed_runs;Total Sealed Runs
stats_total_steaks_consumed;Steaks Consumed
stats_total_yam_consumed;Yam Consumed
stats_weapon_and_loadout;Weapon Loadouts
stats_total_arena_mode_enemy_kills;Total Arena Mode Enemy Kills
stat_screen_critical_long;Crit Chance
stat_screen_critical_short;Crit
stat_screen_damage_long;Damage
stat_screen_damage_short;Dmg
stat_screen_discount;Discount
stat_screen_discount_hint;Percentage discount in all shops. Shared by all players.
stat_screen_evasion;Evasion
stat_screen_evasion_hint;Chance of negating incoming damage
stat_screen_group_stats;Group Stats
stat_screen_heart_containers;Heart Containers
stat_screen_luck;Luck
stat_screen_luck_hint;Luck affects certain event probabilities. A higher luck triggers them more often. Shared by all players.
stat_screen_ngplus1_hint;Take Double Damage<br>More aberrant enemies<br>Enemies have more health<br>Less items and food
stat_screen_ngplus2_hint;Take Triple Damage<br>More aberrant enemies<br>Enemies have more health<br>Less items and food
stat_screen_ngplus3_hint;Instant death on hit<br>More aberrant enemies<br>Enemies have more health<br>Less items and food
stat_screen_personal_stats;Personal Stats
stat_screen_primary_crit_hint;Chance of dealing a critical hit with your primary weapon
stat_screen_primary_dmg_hint;How much damage you deal when hitting objects or enemies with your primary weapon
stat_screen_protection_heart;Protection Heart
stat_screen_secondary_crit_hint;Chance of dealing a critical hit with your secondary weapon
stat_screen_secondary_dmg_hint;How much damage you deal when hitting objects or enemies with your secondary weapon
stat_screen_stats;Stats
stat_screen_title;Pickups and Infos
stat_screen_upgrades_found;Upgrades Found
swordknife_combo_name;Sword & Knife
swordknife_primary_crit_stat_name;Sword Crit
swordknife_primary_damage_stat_name;Sword Dmg
swordknife_primary_name;Sword
swordknife_secondary_crit_stat_name;Knife Crit
swordknife_secondary_damage_stat_name;Knife Dmg
swordknife_secondary_name;Knife
teleport_movement;Teleport Movement
thank_you_for_playing;Thank you for playing Ancient Dungeon!<br><br>If you have suggestions for the game, or want to provide feedback, feel free to join us in our discord.<br><br><br><br><br>Check the changelog by looking behind you.
The Acolyte;The Acolyte
The Alchemist;The Alchemist
The Ascetic;The Ascetic
The Berserker;The Berserker
The Biologist;The Biologist
The Blacksmith;The Blacksmith
The Cartographer;The Cartographer
The Craven;The Craven
The Gambler;The Gambler
The Hunter;The Hunter
The Penitent;The Penitent
The Scholar;The Scholar
The Seer;The Seer
The Vagabond;The Vagabond
unarmed_combo_name;Unarmed
unarmed_primary_name;Left
unarmed_secondary_name;Right
value;Val
vive;Vive
voice_chat_volume;Voice Chat Volume
volume;Volume
wait_for_host;Wait for host
weapon_tutorial_crossbowdagger_text_1;Load your crossbow by pulling back the string with the <color=green>Trigger</color> button. Shoot by pressing <color=green>Trigger</color> with your main hand.
weapon_tutorial_crossbowdagger_text_2;Equip your dagger by pressing and holding <color=green>Trigger</color> with your off hand.
weapon_tutorial_crossbowdagger_text_3;Walking closer to your bolt will make it return faster!
weapon_tutorial_magicwand_text_1;Press <color=green>Trigger</color> to collect an orb from your tome. Release <color=green>Trigger</color> in a swing motion to cast a magic missile.
weapon_tutorial_magicwand_text_2;Swing your tome in front of you to release a big sweep attack that knocks back enemies.
weapon_tutorial_magicwand_text_3;Press <color=green>Trigger</color> with your off hand to open your tome and use one of 3 incantations. Kill enemies to recharge them.
weapon_tutorial_swordknife_text_1;Press <color=green>TODO</color> to equip your sword and <color=green>Trigger</color> to equip your knife.
weapon_tutorial_swordknife_text_2;Throw your knife at objects and enemies by releasing <color=green>Trigger</color> at the right time (throwing motion).
weapon_tutorial_swordknife_text_3;Swing your sword at enemies and objects to attack. Bigger swings deal more damage.
weapon_tutorial_title;Quick Tutorial
weapon_unlock_message_indungeon;You found a new weapon combo! Talk to the blacksmith!
weapon_unlock_message_story_crossbow;Unlocked Crossbow & Dagger weapon combo!
weapon_unlock_message_story_tome;Unlocked Tome & Wand weapon combo!
whispering_rooms;The Whispering Rooms
wmr;WMR
won_run_area_sign_warning;DO NOT ENTER! YOU WILL DIE AND LOSE EVERYTHING! SUPER NOT WORTH IT! (unless you think your skills rival mine... which they don't)
won_run_beast_blood;Beast Blood
won_run_depart;Depart
won_run_text_part2;has escaped The Ancient Dungeon! More importantly, my observation of the delve has yielded the following contributions to our current body of knowledge:
won_run_text_part2_no_unlocks;lived. That’s it. That’s the best that can be said of this colossal waste of my time. Look:
won_run_text_part3_no_unlocks;Yes, nothing. Believe me, I am as frustrated as you are. Hopefully they will brag about their “adventure” and some more useful idiot will make the journey here.
won_run_title;You are victorious!
worldmap_ui_title;The Ancient Dungeon
arena_mode_ui_title;Arena Mode
arena_mode_ui_records;Records
settings_advanced_liv;LIV
arena_preparation_ui_modifiers;Modifiers
stat_screen_summon_liv_tablet;Summon Liv Tablet
arena_preparation_ui_unlock_message;Complete more Bestiary entries to unlock...
highlight_curse;Curse
achievement_ui_unlocks_cosmetic;Unlocks Cosmetic:
acolyte_unlocked_arena;Unlocked Arena Mode!
